D1-1,D1-2,D1-3,D1-4,D1-5,D1-6,D1-7,D2-1,D2-2,D2-3,D2-4,D2-5,D2-6,D2-7,DAT,D,DT,DD
,,,,,,,,,,,,,,7.208434242,6,6.848661008,454
,,,,,,,,,,,,,,7.208434242,6,6.848661008,455
,,,,,,,,,,,,,,7.208434242,6,6.769472428,456
,,,,,,,,,,,,,,7.208434242,6,6.769472428,457
,,,,,,,,,,,,,,7.208434242,6,6.68740305,458
,,,,,,,,,,,,,,7.208434242,6,6.68740305,459
,,,,,,,,,,,,,,7.208434242,6,6.68740305,460
,,,,,,,,,,,,,,7.208434242,6,6.68740305,461
,,,,,,,,,,,,,,7.208434242,6,6.68740305,462
,,,,,,,,,,,,,,7.208434242,6,6.68740305,463
,,,,,,,,,,,,,,7.208434242,6,6.602195804,464
,,,,,,,,,,,,,,7.208434242,6,6.602195804,465
,,,,,,,,,,,,,,7.140741918,6,6.602195804,466
,,,,,,,,,,,,,,7.140741918,6,6.602195804,467
,,,,,,,,,,,,,,7.140741918,6,6.602195804,468
,,,,,,,,,,,,,,7.140741918,6,6.513555624,469
,,,,,,,,,,,,,,7.140741918,6,6.513555624,470
,,,,,,,,,,,,,,7.140741918,6,6.513555624,471
,,,,,,,,,,,,,,7.140741918,6,6.513555624,472
,,,,,,,,,,,,,,7.140741918,6,6.513555624,473
,,,,,,,,,,,,,,7.140741918,6,6.513555624,474
,,,,,,,,,,,,,,7.140741918,6,6.513555624,475
,,,,,,,,,,,,,,7.140741918,6,6.421141352,476
,,,,,,,,,,,,,,7.140741918,6,6.421141352,477
,,,,,,,,,,,,,,7.140741918,6,6.421141352,478
,,,,,,,,,,,,,,7.140741918,6,6.421141352,479
,,,,,,,,,,,,,,7.140741918,6,6.421141352,480
,,,,,,,,,,,,,,7.140741918,6,6.421141352,481
,,,,,,,,,,,,,,7.140741918,6,6.421141352,482
,,,,,,,,,,,,,,7.140741918,6,6.32455532,483
,,,,,,,,,,,,,,7.140741918,6,6.32455532,484
,,,,,,,,,,,,,,7.140741918,6,6.32455532,485
,,,,,,,,,,,,,,7.140741918,6,6.32455532,486
,,,,,,,,,,,,,,7.140741918,6,6.32455532,487
,,,,,,,,,,,,,,7.140741918,6,6.32455532,488
,,,,,,,,,,,,,,7.140741918,6,6.32455532,489
,,,,,,,,,,,,,,7.071067812,6,6.32455532,490
,,,,,,,,,,,,,,7.071067812,6,6.32455532,491
,,,,,,,,,,,,,,7.071067812,6,6.32455532,492
,,,,,,,,,,,,,,7.071067812,6,6.223329773,493
,,,,,,,,,,,,,,7.071067812,6,6.223329773,494
,,,,,,,,,,,,,,7.071067812,6,6.116908849,495
,,,,,,,,,,,,,,7.071067812,6,6.116908849,496
,,,,,,,,,,,,,,7.071067812,6,6.116908849,497
,,,,,,,,,,,,,,7.071067812,6,6.116908849,498
,,,,,,,,,,,,,,7.071067812,6,6.004624281,499
,,,,,,,,,,,,,,7.071067812,6,6.004624281,500
,,,,,,,,,,,,,,7.071067812,6,6.004624281,501
,,,,,,,,,,,,,,7.071067812,6,6.004624281,502
,,,,,,,,,,,,,,7.071067812,6,5.885661913,503
,,,,,,,,,,,,,,7.071067812,6,5.885661913,504
,,,,,,,,,,,,,,7.071067812,6,5.885661913,505
,,,,,,,,,,,,,,7.071067812,6,5.885661913,506
,,,,,,,,,,,,,,7.071067812,6,5.885661913,507
,,,,,,,,,,,,,,7.071067812,6,5.885661913,508
,,,,,,,,,,,,,,7.071067812,6,5.759014491,509
,,,,,,,,,,,,,,6.999271023,6,5.759014491,510
,,,,,,,,,,,,,,6.999271023,6,5.623413252,511
,,,,,,,,,,,,,,6.999271023,6,5.477225575,512
,,,,,,,,,,,,,,6.999271023,6,5.477225575,513
,,,,,,,,,,,,,,6.999271023,6,5.477225575,514
,,,,,,,,,,,,,,6.999271023,6,5.318295897,515
,,,,,,,,,,,,,,6.999271023,6,5.318295897,516
,,,,,,,,,,,,,,6.999271023,6,4.728708045,517
,,,,,,,,,,,,,,6.999271023,7,10.63659179,518
,,,,,,,,,,,,,,6.999271023,7,9.766981117,519
,,,,,,,,,,,,,,6.999271023,7,9.397744871,520
,,,,,,,,,,,,,,6.999271023,7,9.274872111,521
,,,,,,,,,,,,,,6.999271023,7,9.080865185,522
,,,,,,,,,,,,,,6.999271023,7,9.047293945,523
,,,,,,,,,,,,,,6.999271023,7,9.013344776,524
,,,,,,,,,,,,,,6.999271023,7,8.94427191,525
,,,,,,,,,,,,,,6.999271023,7,8.94427191,526
,,,,,,,,,,,,,,6.999271023,7,8.873560657,527
,,,,,,,,,,,,,,6.999271023,7,8.801117368,528
,,,,,,,,,,,,,,6.999271023,7,8.650615454,529
,,,,,,,,,,,,,,6.999271023,7,8.650615454,530
,,,,,,,,,,,,,,6.999271023,7,8.532355999,531
,,,,,,,,,,,,,,6.999271023,7,8.491821095,532
,,,,,,,,,,,,,,6.999271023,7,8.450697266,533
,,,,,,,,,,,,,,6.999271023,7,8.408964153,534
,,,,,,,,,,,,,,6.999271023,7,8.408964153,535
,,,,,,,,,,,,,,6.999271023,7,8.366600265,536
,,,,,,,,,,,,,,6.999271023,7,8.366600265,537
,,,,,,,,,,,,,,6.999271023,7,8.323582901,538
,,,,,,,,,,,,,,6.999271023,7,8.190362588,539
,,,,,,,,,,,,,,6.999271023,7,8.144476399,540
,,,,,,,,,,,,,,6.999271023,7,8.09780126,541
,,,,,,,,,,,,,,6.999271023,7,8.050304776,542
,,,,,,,,,,,,,,6.925194238,7,7.902529974,543
,,,,,,,,,,,,,,6.925194238,7,7.902529974,544
,,,,,,,,,,,,,,6.925194238,7,7.851378225,545
,,,,,,,,,,,,,,6.925194238,7,7.79920671,546
,,,,,,,,,,,,,,6.925194238,7,7.745966692,547
,,,,,,,,,,,,,,6.925194238,7,7.745966692,548
,,,,,,,,,,,,,,6.925194238,7,7.691605673,549
,,,,,,,,,,,,,,6.925194238,7,7.636066982,550
,,,,,,,,,,,,,,6.925194238,7,7.636066982,551
,,,,,,,,,,,,,,6.925194238,7,7.338368216,552
,,,,,,,,,,,,,,6.925194238,7,7.338368216,553
,,,,,,,,,,,,,,6.925194238,7,7.338368216,554
,,,,,,,,,,,,,,6.925194238,7,7.274271525,555
,,,,,,,,,,,,,,6.925194238,7,7.274271525,556
,,,,,,,,,,,,,,6.925194238,7,7.208434242,557
,,,,,,,,,,,,,,6.925194238,7,7.208434242,558
,,,,,,,,,,,,,,6.925194238,7,7.208434242,559
,,,,,,,,,,,,,,6.925194238,7,7.140741918,560
,,,,,,,,,,,,,,6.925194238,7,7.140741918,561
,,,,,,,,,,,,,,6.925194238,7,7.140741918,562
,,,,,,,,,,,,,,6.925194238,7,6.999271023,563
,,,,,,,,,,,,,,6.925194238,7,6.999271023,564
,,,,,,,,,,,,,,6.925194238,7,6.999271023,565
,,,,,,,,,,,,,,6.925194238,7,6.925194238,566
,,,,,,,,,,,,,,6.925194238,7,6.925194238,567
,,,,,,,,,,,,,,6.925194238,7,6.925194238,568
,,,,,,,,,,,,,,6.848661008,7,6.925194238,569
,,,,,,,,,,,,,,6.848661008,7,6.925194238,570
,,,,,,,,,,,,,,6.848661008,7,6.848661008,571
,,,,,,,,,,,,,,6.848661008,7,6.848661008,572
,,,,,,,,,,,,,,6.848661008,7,6.769472428,573
,,,,,,,,,,,,,,6.848661008,7,6.769472428,574
,,,,,,,,,,,,,,6.848661008,7,6.769472428,575
,,,,,,,,,,,,,,6.848661008,7,6.68740305,576
,,,,,,,,,,,,,,6.848661008,7,6.68740305,577
,,,,,,,,,,,,,,6.848661008,7,6.68740305,578
,,,,,,,,,,,,,,6.848661008,7,6.602195804,579
,,,,,,,,,,,,,,6.848661008,7,6.602195804,580
,,,,,,,,,,,,,,6.848661008,7,6.513555624,581
,,,,,,,,,,,,,,6.848661008,7,6.513555624,582
,,,,,,,,,,,,,,6.848661008,7,6.513555624,583
,,,,,,,,,,,,,,6.848661008,7,6.421141352,584
,,,,,,,,,,,,,,6.848661008,7,6.421141352,585
,,,,,,,,,,,,,,6.848661008,7,6.421141352,586
,,,,,,,,,,,,,,6.848661008,7,6.421141352,587
,,,,,,,,,,,,,,6.848661008,7,6.421141352,588
,,,,,,,,,,,,,,6.848661008,7,6.32455532,589
,,,,,,,,,,,,,,6.848661008,7,6.32455532,590
,,,,,,,,,,,,,,6.848661008,7,6.32455532,591
,,,,,,,,,,,,,,6.848661008,7,6.32455532,592
,,,,,,,,,,,,,,6.848661008,7,6.32455532,593
,,,,,,,,,,,,,,6.848661008,7,6.223329773,594
,,,,,,,,,,,,,,6.848661008,7,6.223329773,595
,,,,,,,,,,,,,,6.848661008,7,6.223329773,596
,,,,,,,,,,,,,,6.848661008,7,6.223329773,597
,,,,,,,,,,,,,,6.848661008,7,6.223329773,598
,,,,,,,,,,,,,,6.848661008,7,6.116908849,599
,,,,,,,,,,,,,,6.848661008,7,6.116908849,600
,,,,,,,,,,,,,,6.848661008,7,6.116908849,601
,,,,,,,,,,,,,,6.848661008,7,6.116908849,602
,,,,,,,,,,,,,,6.769472428,7,6.116908849,603
,,,,,,,,,,,,,,6.769472428,7,6.116908849,604
,,,,,,,,,,,,,,6.769472428,7,6.116908849,605
,,,,,,,,,,,,,,6.769472428,7,6.116908849,606
,,,,,,,,,,,,,,6.769472428,7,6.004624281,607
,,,,,,,,,,,,,,6.769472428,7,6.004624281,608
,,,,,,,,,,,,,,6.769472428,7,6.004624281,609
,,,,,,,,,,,,,,6.769472428,7,6.004624281,610
,,,,,,,,,,,,,,6.769472428,7,6.004624281,611
,,,,,,,,,,,,,,6.769472428,7,6.004624281,612
,,,,,,,,,,,,,,6.769472428,7,6.004624281,613
,,,,,,,,,,,,,,6.769472428,7,5.885661913,614
,,,,,,,,,,,,,,6.769472428,7,5.885661913,615
,,,,,,,,,,,,,,6.769472428,7,5.885661913,616
,,,,,,,,,,,,,,6.769472428,7,5.885661913,617
,,,,,,,,,,,,,,6.769472428,7,5.759014491,618
,,,,,,,,,,,,,,6.769472428,7,5.759014491,619
,,,,,,,,,,,,,,6.769472428,7,5.623413252,620
,,,,,,,,,,,,,,6.769472428,7,5.623413252,621
,,,,,,,,,,,,,,6.769472428,8,11.0668192,622
,,,,,,,,,,,,,,6.769472428,8,11.0297439,623
,,,,,,,,,,,,,,6.769472428,8,10.75910633,624
,,,,,,,,,,,,,,6.769472428,8,10.46635139,625
,,,,,,,,,,,,,,6.769472428,8,9.629962874,626
,,,,,,,,,,,,,,6.769472428,8,9.51597874,627
,,,,,,,,,,,,,,6.769472428,8,9.397744871,628
,,,,,,,,,,,,,,6.769472428,8,9.243378033,629
,,,,,,,,,,,,,,6.769472428,8,8.726839695,630
,,,,,,,,,,,,,,6.68740305,8,8.6117353,631
,,,,,,,,,,,,,,6.68740305,8,8.572321289,632
,,,,,,,,,,,,,,6.68740305,8,8.450697266,633
,,,,,,,,,,,,,,6.68740305,8,8.408964153,634
,,,,,,,,,,,,,,6.68740305,8,8.279888043,635
,,,,,,,,,,,,,,6.68740305,8,8.279888043,636
,,,,,,,,,,,,,,6.68740305,8,8.235490261,637
,,,,,,,,,,,,,,6.68740305,8,8.190362588,638
,,,,,,,,,,,,,,6.68740305,8,8.190362588,639
,,,,,,,,,,,,,,6.68740305,8,8.00195241,640
,,,,,,,,,,,,,,6.68740305,8,7.952707288,641
,,,,,,,,,,,,,,6.68740305,8,7.851378225,642
,,,,,,,,,,,,,,6.68740305,8,7.79920671,643
,,,,,,,,,,,,,,6.68740305,8,7.79920671,644
,,,,,,,,,,,,,,6.68740305,8,7.79920671,645
,,,,,,,,,,,,,,6.68740305,8,7.745966692,646
,,,,,,,,,,,,,,6.68740305,8,7.745966692,647
,,,,,,,,,,,,,,6.68740305,8,7.691605673,648
,,,,,,,,,,,,,,6.68740305,8,7.691605673,649
,,,,,,,,,,,,,,6.68740305,8,7.579289311,650
,,,,,,,,,,,,,,6.68740305,8,7.579289311,651
,,,,,,,,,,,,,,6.68740305,8,7.461745347,652
,,,,,,,,,,,,,,6.68740305,8,7.461745347,653
,,,,,,,,,,,,,,6.68740305,8,7.461745347,654
,,,,,,,,,,,,,,6.68740305,8,7.400828045,655
,,,,,,,,,,,,,,6.68740305,8,7.400828045,656
,,,,,,,,,,,,,,6.68740305,8,7.400828045,657
,,,,,,,,,,,,,,6.68740305,8,7.208434242,658
,,,,,,,,,,,,,,6.68740305,8,7.140741918,659
,,,,,,,,,,,,,,6.68740305,8,7.140741918,660
,,,,,,,,,,,,,,6.68740305,8,7.071067812,661
,,,,,,,,,,,,,,6.68740305,8,7.071067812,662
,,,,,,,,,,,,,,6.68740305,8,7.071067812,663
,,,,,,,,,,,,,,6.68740305,8,6.999271023,664
,,,,,,,,,,,,,,6.68740305,8,6.999271023,665
,,,,,,,,,,,,,,6.68740305,8,6.925194238,666
,,,,,,,,,,,,,,6.602195804,8,6.925194238,667
,,,,,,,,,,,,,,6.602195804,8,6.925194238,668
,,,,,,,,,,,,,,6.602195804,8,6.925194238,669
,,,,,,,,,,,,,,6.602195804,8,6.925194238,670
,,,,,,,,,,,,,,6.602195804,8,6.848661008,671
,,,,,,,,,,,,,,6.602195804,8,6.68740305,672
,,,,,,,,,,,,,,6.602195804,8,6.68740305,673
,,,,,,,,,,,,,,6.602195804,8,6.68740305,674
,,,,,,,,,,,,,,6.602195804,8,6.602195804,675
,,,,,,,,,,,,,,6.602195804,8,6.602195804,676
,,,,,,,,,,,,,,6.602195804,8,6.602195804,677
,,,,,,,,,,,,,,6.602195804,8,6.513555624,678
,,,,,,,,,,,,,,6.602195804,8,6.513555624,679
,,,,,,,,,,,,,,6.602195804,8,6.513555624,680
,,,,,,,,,,,,,,6.602195804,8,6.513555624,681
,,,,,,,,,,,,,,6.602195804,8,6.513555624,682
,,,,,,,,,,,,,,6.602195804,8,6.513555624,683
,,,,,,,,,,,,,,6.602195804,8,6.513555624,684
,,,,,,,,,,,,,,6.602195804,8,6.513555624,685
,,,,,,,,,,,,,,6.602195804,8,6.421141352,686
,,,,,,,,,,,,,,6.602195804,8,6.421141352,687
,,,,,,,,,,,,,,6.602195804,8,6.32455532,688
,,,,,,,,,,,,,,6.602195804,8,6.32455532,689
,,,,,,,,,,,,,,6.602195804,8,6.32455532,690
,,,,,,,,,,,,,,6.602195804,8,6.32455532,691
,,,,,,,,,,,,,,6.602195804,8,6.223329773,692
,,,,,,,,,,,,,,6.602195804,8,6.223329773,693
,,,,,,,,,,,,,,6.602195804,8,6.223329773,694
,,,,,,,,,,,,,,6.602195804,8,6.116908849,695
,,,,,,,,,,,,,,6.602195804,8,6.004624281,696
,,,,,,,,,,,,,,6.602195804,8,6.004624281,697
,,,,,,,,,,,,,,6.602195804,8,6.004624281,698
,,,,,,,,,,,,,,6.602195804,8,6.004624281,699
,,,,,,,,,,,,,,6.602195804,8,6.004624281,700
,,,,,,,,,,,,,,6.602195804,8,6.004624281,701
,,,,,,,,,,,,,,6.602195804,8,6.004624281,702
,,,,,,,,,,,,,,6.602195804,8,5.885661913,703
,,,,,,,,,,,,,,6.602195804,8,5.885661913,704
,,,,,,,,,,,,,,6.602195804,8,5.759014491,705
,,,,,,,,,,,,,,6.602195804,8,5.759014491,706
,,,,,,,,,,,,,,6.602195804,8,5.759014491,707
,,,,,,,,,,,,,,6.602195804,8,5.759014491,708
,,,,,,,,,,,,,,6.513555624,8,5.759014491,709
,,,,,,,,,,,,,,6.513555624,8,5.759014491,710
,,,,,,,,,,,,,,6.513555624,8,5.759014491,711
,,,,,,,,,,,,,,6.513555624,8,5.623413252,712
,,,,,,,,,,,,,,6.513555624,8,5.477225575,713
,,,,,,,,,,,,,,6.513555624,8,5.318295897,714
,,,,,,,,,,,,,,6.513555624,8,5.143686724,715
,,,,,,,,,,,,,,6.513555624,8,5.143686724,716
,,,,,,,,,,,,,,6.513555624,9,14.72395442,717
,,,,,,,,,,,,,,6.513555624,9,13.02711125,718
,,,,,,,,,,,,,,6.513555624,9,11.92169049,719
,,,,,,,,,,,,,,6.513555624,9,11.58292185,720
,,,,,,,,,,,,,,6.513555624,9,10.07417072,721
,,,,,,,,,,,,,,6.513555624,9,9.974905699,722
,,,,,,,,,,,,,,6.513555624,9,9.601845894,723
,,,,,,,,,,,,,,6.513555624,9,9.114068171,724
,,,,,,,,,,,,,,6.513555624,9,8.94427191,725
,,,,,,,,,,,,,,6.513555624,9,8.909126744,726
,,,,,,,,,,,,,,6.513555624,9,8.801117368,727
,,,,,,,,,,,,,,6.513555624,9,8.764214596,728
,,,,,,,,,,,,,,6.513555624,9,8.6117353,729
,,,,,,,,,,,,,,6.513555624,9,8.572321289,730
,,,,,,,,,,,,,,6.513555624,9,8.450697266,731
,,,,,,,,,,,,,,6.513555624,9,8.366600265,732
,,,,,,,,,,,,,,6.513555624,9,8.366600265,733
,,,,,,,,,,,,,,6.513555624,9,8.144476399,734
,,,,,,,,,,,,,,6.513555624,9,7.952707288,735
,,,,,,,,,,,,,,6.513555624,9,7.952707288,736
,,,,,,,,,,,,,,6.513555624,9,7.851378225,737
,,,,,,,,,,,,,,6.513555624,9,7.851378225,738
,,,,,,,,,,,,,,6.513555624,9,7.745966692,739
,,,,,,,,,,,,,,6.513555624,9,7.745966692,740
,,,,,,,,,,,,,,6.513555624,9,7.579289311,741
,,,,,,,,,,,,,,6.513555624,9,7.338368216,742
,,,,,,,,,,,,,,6.513555624,9,7.274271525,743
,,,,,,,,,,,,,,6.513555624,9,7.274271525,744
,,,,,,,,,,,,,,6.513555624,9,7.071067812,745
,,,,,,,,,,,,,,6.513555624,9,6.999271023,746
,,,,,,,,,,,,,,6.513555624,9,6.999271023,747
,,,,,,,,,,,,,,6.513555624,9,6.999271023,748
,,,,,,,,,,,,,,6.513555624,9,6.925194238,749
,,,,,,,,,,,,,,6.513555624,9,6.925194238,750
,,,,,,,,,,,,,,6.513555624,9,6.848661008,751
,,,,,,,,,,,,,,6.513555624,9,6.848661008,752
,,,,,,,,,,,,,,6.513555624,9,6.848661008,753
,,,,,,,,,,,,,,6.513555624,9,6.68740305,754
,,,,,,,,,,,,,,6.513555624,9,6.602195804,755
,,,,,,,,,,,,,,6.513555624,9,6.513555624,756
,,,,,,,,,,,,,,6.513555624,9,6.513555624,757
,,,,,,,,,,,,,,6.513555624,9,6.513555624,758
,,,,,,,,,,,,,,6.513555624,9,6.421141352,759
,,,,,,,,,,,,,,6.513555624,9,6.421141352,760
,,,,,,,,,,,,,,6.513555624,9,6.32455532,761
,,,,,,,,,,,,,,6.513555624,9,6.32455532,762
,,,,,,,,,,,,,,6.513555624,9,6.32455532,763
,,,,,,,,,,,,,,6.513555624,9,6.32455532,764
,,,,,,,,,,,,,,6.513555624,9,6.32455532,765
,,,,,,,,,,,,,,6.513555624,9,6.32455532,766
,,,,,,,,,,,,,,6.513555624,9,6.32455532,767
,,,,,,,,,,,,,,6.421141352,9,6.223329773,768
,,,,,,,,,,,,,,6.421141352,9,6.223329773,769
,,,,,,,,,,,,,,6.421141352,9,6.223329773,770
,,,,,,,,,,,,,,6.421141352,9,6.223329773,771
,,,,,,,,,,,,,,6.421141352,9,6.116908849,772
,,,,,,,,,,,,,,6.421141352,9,6.116908849,773
,,,,,,,,,,,,,,6.421141352,9,6.116908849,774
,,,,,,,,,,,,,,6.421141352,9,6.116908849,775
,,,,,,,,,,,,,,6.421141352,9,6.004624281,776
,,,,,,,,,,,,,,6.421141352,9,6.004624281,777
,,,,,,,,,,,,,,6.421141352,9,6.004624281,778
,,,,,,,,,,,,,,6.421141352,9,5.885661913,779
,,,,,,,,,,,,,,6.421141352,9,5.885661913,780
,,,,,,,,,,,,,,6.421141352,9,5.885661913,781
,,,,,,,,,,,,,,6.421141352,9,5.759014491,782
,,,,,,,,,,,,,,6.421141352,9,5.759014491,783
,,,,,,,,,,,,,,6.421141352,9,5.759014491,784
,,,,,,,,,,,,,,6.421141352,9,5.759014491,785
,,,,,,,,,,,,,,6.421141352,10,12.20641816,786
,,,,,,,,,,,,,,6.421141352,10,12.0236568,787
,,,,,,,,,,,,,,6.421141352,10,10.24113689,788
,,,,,,,,,,,,,,6.421141352,10,9.820209143,789
,,,,,,,,,,,,,,6.421141352,10,9.080865185,790
,,,,,,,,,,,,,,6.421141352,10,8.94427191,791
,,,,,,,,,,,,,,6.421141352,10,8.764214596,792
,,,,,,,,,,,,,,6.421141352,10,8.688978326,793
,,,,,,,,,,,,,,6.421141352,10,8.6117353,794
,,,,,,,,,,,,,,6.421141352,10,8.572321289,795
,,,,,,,,,,,,,,6.421141352,10,8.00195241,796
,,,,,,,,,,,,,,6.421141352,10,7.902529974,797
,,,,,,,,,,,,,,6.421141352,10,7.902529974,798
,,,,,,,,,,,,,,6.421141352,10,7.902529974,799
,,,,,,,,,,,,,,6.421141352,10,7.851378225,800
,,,,,,,,,,,,,,6.421141352,10,7.851378225,801
,,,,,,,,,,,,,,6.421141352,10,7.79920671,802
,,,,,,,,,,,,,,6.421141352,10,7.745966692,803
,,,,,,,,,,,,,,6.421141352,10,7.745966692,804
,,,,,,,,,,,,,,6.421141352,10,7.691605673,805
,,,,,,,,,,,,,,6.421141352,10,7.691605673,806
,,,,,,,,,,,,,,6.421141352,10,7.691605673,807
,,,,,,,,,,,,,,6.421141352,10,7.636066982,808
,,,,,,,,,,,,,,6.421141352,10,7.636066982,809
,,,,,,,,,,,,,,6.421141352,10,7.636066982,810
,,,,,,,,,,,,,,6.421141352,10,7.636066982,811
,,,,,,,,,,,,,,6.421141352,10,7.521206186,812
,,,,,,,,,,,,,,6.421141352,10,7.461745347,813
,,,,,,,,,,,,,,6.421141352,10,7.461745347,814
,,,,,,,,,,,,,,6.421141352,10,7.461745347,815
,,,,,,,,,,,,,,6.421141352,10,7.400828045,816
,,,,,,,,,,,,,,6.421141352,10,7.400828045,817
,,,,,,,,,,,,,,6.421141352,10,7.338368216,818
,,,,,,,,,,,,,,6.421141352,10,7.338368216,819
,,,,,,,,,,,,,,6.421141352,10,7.274271525,820
,,,,,,,,,,,,,,6.32455532,10,7.274271525,821
,,,,,,,,,,,,,,6.32455532,10,7.208434242,822
,,,,,,,,,,,,,,6.32455532,10,7.208434242,823
,,,,,,,,,,,,,,6.32455532,10,7.140741918,824
,,,,,,,,,,,,,,6.32455532,10,7.140741918,825
,,,,,,,,,,,,,,6.32455532,10,7.071067812,826
,,,,,,,,,,,,,,6.32455532,10,6.999271023,827
